"﻿Област","Община","Населено място","Код по Админ","Училище","Явили се БЕЛ","Ср. успех в точки БЕЛ","Явили се МАТ","Ср. успех в точки МАТ"
"БУРГАС","СУНГУРЛАРЕ","С.СЪЕДИНЕНИЕ","201 211","Основно училище ""Отец Паисий""","18","58,11","18","55,33"
"БУРГАС","ЦАРЕВО","ГР.АХТОПОЛ","201 304","Основно училище""Св.Св.Кирил и Методий""","18","56,61","18","37,5"
"БУРГАС","ЦАРЕВО","ГР.ЦАРЕВО","201 305","Средно училище  ""Никола Йонков Вапцаров""","60","74,08","61","57,72"
"ВАРНА","АВРЕН","С.АВРЕН","400 079","Основно училище ""Христо Ботев""","7","31,57","7","29,71"
"ВАРНА","АВРЕН","С.АВРЕН","403 559","Частно средно училище  ""Юрий Гагарин""","20","86,25","20","71,7"
"ВАРНА","АВРЕН","С.ДЪБРАВИНО","400 081","Основно училище ""Свети Климент Охридски""","12","29,33","12","29,58"
"ВАРНА","АВРЕН","С.ПРИСЕЛЦИ","400 083","Основно училище ""Д-р Петър Берон""","11","78","11","63,45"
"ВАРНА","АВРЕН","С.СИНДЕЛ","400 084","Средно училище ""Св. Св. Кирил и Методий""","9","41,56","9","37,67"
"ВАРНА","АВРЕН","С.ТРЪСТИКОВО","400 085","Основно училище  ""Свети Свети Кирил и Методий""","5","67,6","5","63,2"
"ВАРНА","АВРЕН","С.ЦАРЕВЦИ","400 086","Основно училище ""Д-р Петър Берон""","3","68,33","3","71"
"ВАРНА","АКСАКОВО","ГР.АКСАКОВО","400 087","Средно училище ""Свети Климент Охридски""","83","84,77","83","65,47"
"ВАРНА","АКСАКОВО","С.ВЪГЛЕН","400 089","Основно училище  ""Христо Смирненски""","11","56,09","11","46,73"
"ВАРНА","АКСАКОВО","С.ИГНАТИЕВО","400 090","Средно  училище  ""Свети Свети Кирил и Методий""","26","48","27","31,63"
"ВАРНА","АКСАКОВО","С.ИЗВОРСКО","400 091","Основно училище ""Свети Климент Охридски""","9","44,56","9","28,22"
"ВАРНА","АКСАКОВО","С.КИЧЕВО","400 092","Основно училище Свети Климент Охридски","9","89,56","9","75,78"
"ВАРНА","АКСАКОВО","С.ЛЮБЕН КАРАВЕЛОВО","400 093","Обединено училище ""Иван Вазов""","28","71,43","28","61"
"ВАРНА","БЕЛОСЛАВ","ГР.БЕЛОСЛАВ","400 095","Начално училище ""Отец Паисий""","13","68,54","13","45,08"
"ВАРНА","БЕЛОСЛАВ","ГР.БЕЛОСЛАВ","400 097","Основно училище  ""Свети Патриарх Евтимий""","14","63,36","14","39,57"
"ВАРНА","БЕЛОСЛАВ","ГР.БЕЛОСЛАВ","400 096","Средно училище  ""Св. св. Кирил и Методий""","47","75,36","47","57,66"
"ВАРНА","БЕЛОСЛАВ","С.ЕЗЕРОВО","400 099","Основно училище  ""Свети Свети Кирил и Методий""","14","78,57","14","66,43"
"ВАРНА","БЯЛА","ГР.БЯЛА","400 103","Основно училище ""Отец Паисий""","28","70,07","28","47,68"
"ВАРНА","ВАРНА","ГР.ВАРНА","2 902 106","НАЦИОНАЛНО УЧИЛИЩЕ ПО ИЗКУСТВАТА ""ДОБРИ ХРИСТОВ""","48","88,08","48","75,23"
"ВАРНА","ВАРНА","ГР.ВАРНА","400 001","Начално училище ""Васил Левски""","85","83,91","85","72,02"
"ВАРНА","ВАРНА","ГР.ВАРНА","400 003","Основно училище ""Антон Страшимиров""","104","82,57","104","70,06"
"ВАРНА","ВАРНА","ГР.ВАРНА","400 005","Основно училище  ""Васил Априлов""","75","83,99","75","69,48"
"ВАРНА","ВАРНА","ГР.ВАРНА","400 006","Основно училище  ""Георги Сава Раковски""","130","89,69","131","77,32"
"ВАРНА","ВАРНА","ГР.ВАРНА","400 007","Основно училище ""Добри Чинтулов""","144","82,6","144","67,51"
"ВАРНА","ВАРНА","ГР.ВАРНА","400 008","Основно училище ""Захари Стоянов""","139","85,49","139","72,6"
"ВАРНА","ВАРНА","ГР.ВАРНА","400 009","Основно училище ""Иван Вазов""","27","82,44","27","68,3"
"ВАРНА","ВАРНА","ГР.ВАРНА","400 010","Основно училище  ""Свети Иван Рилски""","11","43,18","10","52,7"
"ВАРНА","ВАРНА","ГР.ВАРНА","400 011","Основно училище ""Йордан Йовков""","74","83,34","73","67,59"
"ВАРНА","ВАРНА","ГР.ВАРНА","400 012","Основно училище ""Константин Арабаджиев""","46","81","46","70,11"
"ВАРНА","ВАРНА","ГР.ВАРНА","400 015","Основно училище  ""Капитан Петко войвода""","10","71,8","10","56,3"
"ВАРНА","ВАРНА","ГР.ВАРНА","400 017","Основно училище ""Отец Паисий""","10","44","10","41,3"
"ВАРНА","ВАРНА","ГР.ВАРНА","400 018","Основно училище  ""Панайот Волов""","56","79,09","56","67,77"
"ВАРНА","ВАРНА","ГР.ВАРНА","400 019","Основно училище  ""Свети Патриарх Евтимий""","123","78,6","123","65,55"
"ВАРНА","ВАРНА","ГР.ВАРНА","400 020","Основно училище ""Петко Рачов Славейков""","142","88,06","142","80,77"
"ВАРНА","ВАРНА","ГР.ВАРНА","400 022","Основно училище ""Свети свети Кирил и Методий""","117","88,08","117","79,37"
"ВАРНА","ВАРНА","ГР.ВАРНА","400 023","Основно училище ""Стефан Караджа""","82","80,54","82","65,73"
"ВАРНА","ВАРНА","ГР.ВАРНА","400 024","Основно училище ""Стоян Михайловски""","52","80,42","52","60,37"
"ВАРНА","ВАРНА","ГР.ВАРНА","400 026","Основно училище ""Христо Ботев""","61","74,43","61","61,54"
"ВАРНА","ВАРНА","ГР.ВАРНА","400 028","Основно училище ""Цар Симеон І""","129","86,73","129","73,98"
"ВАРНА","ВАРНА","ГР.ВАРНА","400 029","Основно училище ""Черноризец Храбър""","90","86,07","90","76,11"
"ВАРНА","ВАРНА","ГР.ВАРНА","400 032","Основно училище ""Васил Друмев""","78","87,6","78","73,35"
"ВАРНА","ВАРНА","ГР.ВАРНА","403 535","Първо основно училище  "" Св. княз Борис  ""","47","75,32","46","60,22"
"ВАРНА","ВАРНА","ГР.ВАРНА","403 536","III Oсновно училище ""Ангел Кънчев""","177","87,46","176","75,68"
"ВАРНА","ВАРНА","ГР.ВАРНА","403 543","Второ основно училище ""Никола Йонков Вапцаров""","130","85,78","130","68,69"
"ВАРНА","ВАРНА","ГР.ВАРНА","400 030","Седмо средно  училище ""Найден Геров""","144","89,15","144","77,64"
"ВАРНА","ВАРНА","ГР.ВАРНА","400 031","Средно училище  с езиково обучение ""Ал. С. Пушкин""","106","88,22","106","74,15"
"ВАРНА","ВАРНА","ГР.ВАРНА","400 034","Средно училище ""Гео Милев""","163","89,53","163","80,11"
"ВАРНА","ВАРНА","ГР.ВАРНА","400 036","Средно училище  ""Елин Пелин""","27","35,48","27","38,85"
"ВАРНА","ВАРНА","ГР.ВАРНА","400 037","Средно училище ""Любен Каравелов""","13","55,69","13","48,62"
"ВАРНА","ВАРНА","ГР.ВАРНА","400 039","Средно училище ""Пейо Крачолов Яворов""","98","84,7","97","72,42"
"ВАРНА","ВАРНА","ГР.ВАРНА","400 040","Средно училище ""Свети Климент Охридски""","169","89,96","169","75,99"
"ВАРНА","ВАРНА","ГР.ВАРНА","403 537","Средно училище ""Димчо Дебелянов""","95","86,27","96","71,25"
"ВАРНА","ВАРНА","ГР.ВАРНА","403 538","Средно училище ""Неофит Бозвели""","35","76,37","35","66,37"
"ВАРНА","ВАРНА","ГР.ВАРНА","400 075","Частно основно училище ""Малкият принц""","21","89","21","78,48"
"ВАРНА","ВАРНА","ГР.ВАРНА","400 120","Частно основно училище ""Монтесори Варна""","6","89,33","6","88,83"
"ВАРНА","ВАРНА","ГР.ВАРНА","403 564","Частно средно училище ""Монтесори Варна"" ООД","4","76,5","4","75"
"ВАРНА","ВАРНА","ГР.ВАРНА","400 061","Частно средно училище ""Аз съм българче""","14","79,36","14","63,14"
"ВАРНА","ВАРНА","ГР.ВАРНА","403 558","Частно средно училище ""Мечтатели""","22","84,91","21","71,86"
"ВАРНА","ВАРНА","С.КАМЕНАР","400 014","Основно училище ""Добри Войников""","25","11,44","25","19,68"
"ВАРНА","ВАРНА","С.КОНСТАНТИНОВО","400 100","Основно училище""Свети Климент Охридски ""","10","68,5","10","49,3"
"ВАРНА","ВАРНА","С.ТОПОЛИ","400 027","Основно училище  ""Христо Смирненски""","23","85,96","23","82,09"
"ВАРНА","ВЕТРИНО","С.ВЕТРИНО","400 108","Средно училище ""Христо Ботев""","31","61,87","31","42,23"
"ВАРНА","ВЪЛЧИ ДОЛ","ГР.ВЪЛЧИДОЛ","400 112","Средно училище ""Васил Левски""","31","60,71","32","51,5"
"ВАРНА","ВЪЛЧИ ДОЛ","С.МИХАЛИЧ","400 117","Обединено училище ""Васил Левски""","12","46,58","11","56,09"
"ВАРНА","ВЪЛЧИ ДОЛ","С.СТЕФАН КАРАДЖА","400 118","Основно училище""Климент Охридски""","4","46,5","4","48,5"
"ВАРНА","ВЪЛЧИ ДОЛ","С.ЧЕРВЕНЦИ","400 119","Обединено училище ""Св.Иван Рилски""","8","25,63","8","28,88"
"ВАРНА","ДЕВНЯ","ГР.ДЕВНЯ","400 123","Среднo училище ""Васил Левски""","46","66,89","45","52,78"
"ВАРНА","ДОЛНИ ЧИФЛИК","ГР.ДОЛНИ ЧИФЛИК","400 126","Средно училище ""Васил Левски""","56","60,68","57","47,46"
"ВАРНА","ДОЛНИ ЧИФЛИК","С.ВЕНЕЛИН","400 128","Основно училище ""Свети, Свети Кирил и Методий""","17","51,76","17","62,24"
"ВАРНА","ДОЛНИ ЧИФЛИК","С.ГОЛИЦА","400 129","Основно училище  ""Свети Свети Кирил и Методий""","3","85,33","3","80,33"
"ВАРНА","ДОЛНИ ЧИФЛИК","С.ГОРЕН ЧИФЛИК","400 130","Основно училище ""Паисий Хилендарски""","16","42,13","16","35,75"
"ВАРНА","ДОЛНИ ЧИФЛИК","С.ГРОЗДЬОВО","400 131","Основно училище  ""Христо Смирненски""","22","33,05","20","29,8"
"ВАРНА","ДОЛНИ ЧИФЛИК","С.ПЧЕЛНИК","400 133","Основно училище ""Христо Ботев""","15","45,2","15","33,73"
"ВАРНА","ДОЛНИ ЧИФЛИК","С.СТАРО ОРЯХОВО","400 134","Основно училище ""Св. св. Кирил и Методий""","30","49,53","30","41,27"
"ВАРНА","ДЪЛГОПОЛ","ГР.ДЪЛГОПОЛ","400 137","Начално училище ""Иван Вазов""","27","56,33","26","50,04"
"ВАРНА","ДЪЛГОПОЛ","ГР.ДЪЛГОПОЛ","400 136","Средно училище ""Свети Климент Охридски""","27","55,3","27","36,78"
"ВАРНА","ДЪЛГОПОЛ","С.ЛОПУШНА","400 141","Основно училище ""Митко Палаузов""","1","57","1","42"
"ВАРНА","ДЪЛГОПОЛ","С.МЕДОВЕЦ","400 142","Средно училище ""Назъм Хикмет""","24","50,67","24","48,54"
"ВАРНА","ДЪЛГОПОЛ","С.ПАРТИЗАНИ","400 143","Основно училище ""Христо Ботев""","9","51,33","9","53,78"
