"﻿Област","Община","Населено място","Код","Училище","Явили се МАТ","Явили се БЕЛ","Явили се ЧО","Явили се ЧП","Ср. успех в точки МАТ (мах 100 т)","Ср. успех в точки БЕЛ (мах 100 т)","Ср. успех в точки ЧО (мах 100 т)","Ср. успех в точки ЧП (мах 100 т)"
"Велико Търново","Велико Търново","Велико Търново","300125","Средно училище ""Вела Благоева""","69","68","69","69","77,68","76,84","82,25","87,9"
"Велико Търново","Велико Търново","Велико Търново","300126","Средно училище ""Владимир Комаров""","14","14","16","16","77,14","68,21","74,38","77,19"
"Велико Търново","Велико Търново","Русаля","300144","Частно начално училище ""Димитър Екимов""","6","6","6","6","79,17","55,83","81,67","85,83"
"Велико Търново","Горна Оряховица","Горна Оряховица","300201","Основно училище ""Иван Вазов""","84","84","84","84","77,56","65,71","85,95","87,5"
"Велико Търново","Горна Оряховица","Горна Оряховица","300202","Основно училище ""Св. св. Кирил и Методий""","31","32","32","32","86,61","85,78","91,56","94,22"
"Велико Търново","Горна Оряховица","Горна Оряховица","300205","Основно училище ""Св. Паисий Хилендарски""","19","22","20","21","49,74","47,73","62,75","63,33"
"Велико Търново","Горна Оряховица","Първомайци","300206","Основно училище ""Елин Пелин""","11","11","11","11","75,45","67,73","71,36","76,82"
"Велико Търново","Горна Оряховица","Долна Оряховица","300208","Основно училище ""Св. св. Кирил и Методий""","24","24","24","24","77,29","70,42","87,5","86,04"
"Велико Търново","Горна Оряховица","Писарево","300209","Основно училище ""Отец Паисий""","3","3","3","3","55","55","56,67","71,67"
"Велико Търново","Горна Оряховица","Върбица","300210","Основно училище ""Васил Левски""","5","5","5","5","67","31","48","57"
"Велико Търново","Горна Оряховица","Драганово","300211","Основно училище ""Климент Охридски""","7","7","7","7","58,57","39,29","57,14","60"
"Велико Търново","Горна Оряховица","Поликраище","300212","Основно училище ""Св.Св.Кирил и Методий""","7","7","6","6","85","79,29","85,83","82,5"
"Велико Търново","Горна Оряховица","Горна Оряховица","300216","Средно училище ""Георги Измирлиев""","92","92","92","92","78,8","69,24","87,01","87,72"
"Велико Търново","Горна Оряховица","Горна Оряховица","300217","Средно училище ""Вичо Грънчаров""","58","59","58","58","76,72","62,54","81,64","86,21"
"Велико Търново","Елена","Елена","300301","Начално училище ""Иларион Макариополски""","17","17","17","17","71,76","75","84,41","84,12"
"Велико Търново","Елена","Беброво","300302","Основно училище ""Христо Ботев""","2","3","3","3","52,5","50","51,67","58,33"
"Велико Търново","Елена","Константин","300303","Основно училище ""Отец Паисий""","10","10","10","10","55,5","55,5","69","66,5"
"Велико Търново","Елена","Майско","300304","Основно училище ""Отец Паисий""","17","15","17","17","56,18","55","52,06","56,18"
"Велико Търново","Елена","Елена","300305","Средно училище ""Иван Николов Момчилов""","18","18","18","18","60,83","50,28","70,28","79,44"
"Велико Търново","Златарица","Средно село","300403","Основно Училище ""Васил Левски""","3","3","3","3","68,33","80","81,67","86,67"
"Велико Търново","Златарица","Златарица","300404","Средно училище ""Св. св. Кирил и Методий""","26","27","27","27","62,69","62,22","63,15","69,63"
"Велико Търново","Лясковец","Лясковец","300501","Начално училище ""Цани Гинчев""","10","10","10","10","91","87,5","92,5","95,5"
